team,season,week,total_yards,def_yards_allowed,turnovers,possession_time,pass_yards,rush_yards,third_down_pct,redzone_pct,point_diff,ypp,result,is_champion
Packers,2015,14,435,270,0,2268,205,230,0.5,0.8,21,5.37037037037037,1,0
Packers,2015,13,313,306,1,1616,246,67,0.25,0.75,4,4.968253968253968,1,0
Packers,2015,12,365,290,2,1728,188,177,0.2727272727272727,0.0,-4,5.0,0,0
Packers,2015,11,320,342,0,1822,196,124,0.375,0.5,17,4.571428571428571,1,0
Packers,2015,10,372,287,0,1760,325,47,0.47368421052631576,1.0,-2,4.536585365853658,0,0
Packers,2015,9,402,427,2,1668,331,71,0.21428571428571427,0.6666666666666666,-8,5.583333333333333,0,0
Packers,2015,8,140,500,0,1593,50,90,0.25,1.0,-19,3.0434782608695654,0,0
Panthers,2015,17,366,386,2,1910,255,111,0.7,1.0,28,5.903225806451613,1,0
Panthers,2015,16,268,373,1,1462,113,155,0.4,0.5,-7,5.153846153846154,0,0
Panthers,2015,15,480,406,1,1852,309,171,0.5294117647058824,0.75,3,6.233766233766234,1,0
Panthers,2015,14,424,230,0,1890,282,142,0.5,0.75,38,6.950819672131147,1,0
Panthers,2015,13,497,334,3,2194,322,175,0.375,0.8333333333333334,3,6.5394736842105265,1,0
Panthers,2015,12,294,210,0,2114,165,129,0.5,0.5,19,4.523076923076923,1,0
Panthers,2015,11,368,186,0,2287,226,142,0.5,0.8333333333333334,28,4.906666666666666,1,0
Panthers,2015,10,303,242,0,2155,184,119,0.5384615384615384,0.6,17,4.734375,1,0
Panthers,2015,9,427,402,1,1932,297,130,0.3333333333333333,0.6,8,6.46969696969697,1,0
Panthers,2015,8,379,359,3,2018,239,140,0.25,0.6666666666666666,3,5.191780821917808,1,0
Patriots,2015,17,196,438,0,1735,126,70,0.2857142857142857,0.5,-10,3.6296296296296298,0,0
Patriots,2015,16,284,428,1,1713,221,63,0.1,0.5,-6,5.163636363636364,0,0
Patriots,2015,15,346,282,1,1777,253,93,0.4375,0.3333333333333333,17,5.492063492063492,1,0
Patriots,2015,14,313,189,1,2114,197,116,0.4375,1.0,21,4.890625,1,0
Patriots,2015,13,427,248,2,2056,324,103,0.4117647058823529,0.8,-7,4.965116279069767,0,0
Patriots,2015,12,301,433,1,1557,262,39,0.15384615384615385,1.0,-6,4.934426229508197,0,0
Patriots,2015,11,356,319,1,1625,271,85,0.2857142857142857,0.3333333333333333,7,5.741935483870968,1,0
Patriots,2015,10,406,422,2,1896,329,77,0.5,0.5,1,5.970588235294118,1,0
Patriots,2015,9,460,250,2,2225,299,161,0.5625,0.5,17,6.052631578947368,1,0
Patriots,2015,8,437,270,0,1957,342,95,0.25,0.75,29,6.621212121212121,1,0
Raiders,2015,17,205,339,1,1505,157,48,0.21428571428571427,0.0,-6,3.727272727272727,0,0
Raiders,2015,16,281,343,1,2001,175,106,0.26666666666666666,0.5,3,4.323076923076923,1,0
Raiders,2015,15,372,293,2,1834,252,120,0.29411764705882354,0.3333333333333333,-10,4.96,0,0
Raiders,2015,14,126,310,0,1442,99,27,0.2,1.0,3,2.290909090909091,1,0
Raiders,2015,13,361,232,3,2068,262,99,0.42857142857142855,1.0,-14,4.75,0,0
Raiders,2015,12,407,249,2,2095,323,84,0.5333333333333333,0.75,3,5.898550724637682,1,0
Raiders,2015,11,216,375,0,1438,164,52,0.36363636363636365,1.0,-5,4.595744680851064,0,0
Raiders,2015,10,371,385,2,1619,287,84,0.5,0.3333333333333333,-16,5.796875,0,0
Raiders,2015,9,440,597,4,1676,301,139,0.42857142857142855,0.75,-3,6.3768115942028984,0,0
Raiders,2015,8,451,366,0,1838,333,118,0.4,1.0,14,7.39344262295082,1,0
Rams,2015,17,364,458,0,2310,231,133,0.23076923076923078,0.3333333333333333,-3,5.126760563380282,0,0
Rams,2015,16,205,312,0,1674,103,102,0.4166666666666667,1.0,6,3.8679245283018866,1,0
Rams,2015,15,319,509,0,1720,221,98,0.2,0.6666666666666666,8,6.134615384615385,1,0
Rams,2015,14,317,331,1,1570,114,203,0.36363636363636365,1.0,7,6.096153846153846,1,0
Rams,2015,13,212,524,1,1213,146,66,0.08333333333333333,0.0,-24,4.24,0,0
Rams,2015,12,345,376,3,1793,251,94,0.4,0.5,-24,4.859154929577465,0,0
Rams,2015,11,213,388,4,1628,131,82,0.23076923076923078,1.0,-3,3.8035714285714284,0,0
Rams,2015,10,285,397,2,1538,191,94,0.2857142857142857,0.5,-24,4.830508474576271,0,0
Rams,2015,9,320,293,0,1947,160,160,0.125,0.5,-3,4.571428571428571,0,0
Rams,2015,8,388,189,1,1918,191,197,0.08333333333333333,1.0,21,6.0625,1,0
Ravens,2015,17,341,292,2,1753,282,59,0.6,0.5,-8,4.371794871794871,0,0
Ravens,2015,16,386,308,0,2060,265,121,0.5,0.6666666666666666,3,5.287671232876712,1,0
Ravens,2015,15,366,277,3,1661,273,93,0.3076923076923077,0.5,-20,5.462686567164179,0,0
Ravens,2015,14,302,424,2,1457,274,28,0.2727272727272727,0.0,-29,5.490909090909091,0,0
Ravens,2015,13,375,219,2,2289,281,94,0.35714285714285715,0.0,-2,5.0,0,0
Ravens,2015,12,336,338,2,1770,232,104,0.18181818181818182,0.6666666666666666,6,5.894736842105263,1,0
Ravens,2015,11,388,213,2,1972,292,96,0.25,0.3333333333333333,3,5.315068493150685,1,0
Ravens,2015,10,397,258,4,1768,308,89,0.5714285714285714,1.0,-2,5.925373134328358,0,0
Ravens,2015,8,365,371,0,1794,293,72,0.4166666666666667,0.5,3,5.615384615384615,1,0
Ravens,2015,7,276,414,2,1824,221,55,0.38461538461538464,0.5,-8,4.677966101694915,0,0
Saints,2015,17,390,419,1,1774,323,67,0.6,0.4,3,6.0,1,0
Saints,2015,16,537,412,0,2273,402,135,0.6153846153846154,0.6,11,7.458333333333333,1,0
Saints,2015,15,399,396,0,1824,330,69,0.35714285714285715,0.5,-8,5.619718309859155,0,0
Saints,2015,14,388,291,0,2234,301,87,0.7058823529411765,0.75,7,4.9743589743589745,1,0
Saints,2015,13,334,497,1,1406,264,70,0.3,1.0,-3,5.758620689655173,0,0
Saints,2015,12,268,362,1,1417,218,50,0.25,0.0,-18,4.785714285714286,0,0
Saints,2015,10,350,510,2,1586,192,158,0.36363636363636365,1.0,-33,6.363636363636363,0,0
Saints,2015,9,416,483,2,1969,355,61,0.5454545454545454,0.75,-6,5.942857142857143,0,0
Saints,2015,8,608,416,2,2095,505,103,0.6363636363636364,1.0,3,8.0,1,0
Saints,2015,7,449,376,1,2303,266,183,0.35,0.8,6,5.409638554216867,1,0
Seahawks,2015,17,354,232,0,2197,209,145,0.5333333333333333,0.5,30,5.057142857142857,1,0
Seahawks,2015,16,312,205,3,1926,253,59,0.47058823529411764,0.6666666666666666,-6,4.656716417910448,0,0
Seahawks,2015,15,423,230,0,2073,241,182,0.75,0.5,17,6.220588235294118,1,0
Seahawks,2015,14,424,302,1,2143,301,123,0.6666666666666666,0.8,29,6.144927536231884,1,0
Seahawks,2015,13,433,125,1,2110,260,173,0.6923076923076923,0.75,31,6.5606060606060606,1,0
Seahawks,2015,12,436,538,0,1680,336,100,0.5384615384615384,1.0,9,7.389830508474576,1,0
Seahawks,2015,11,508,306,0,2259,253,255,0.5714285714285714,0.6666666666666666,16,6.773333333333333,1,0
Seahawks,2015,10,343,451,1,1268,228,115,0.125,0.6666666666666666,-7,6.596153846153846,0,0
Seahawks,2015,8,323,220,1,1778,210,113,0.4166666666666667,0.0,1,5.295081967213115,1,0
Seahawks,2015,7,388,142,2,2285,212,176,0.38461538461538464,1.0,17,5.542857142857143,1,0
Steelers,2015,17,379,263,3,1563,349,30,0.25,0.75,16,6.890909090909091,1,0
Steelers,2015,16,308,386,3,1540,198,110,0.25,0.6666666666666666,-3,5.4035087719298245,0,0
Steelers,2015,15,377,385,2,1876,354,23,0.4666666666666667,0.75,7,5.026666666666666,1,0
Steelers,2015,14,354,385,1,2147,270,84,0.5714285714285714,0.6666666666666666,13,5.130434782608695,1,0
Steelers,2015,13,522,240,2,1970,364,158,0.6153846153846154,0.75,35,7.352112676056338,1,0
Steelers,2015,12,538,436,4,1920,480,58,0.45454545454545453,0.5,-9,7.173333333333333,0,0
Steelers,2015,10,459,342,2,1637,399,60,0.3,0.16666666666666666,21,7.779661016949152,1,0
Steelers,2015,9,597,440,2,1924,402,195,0.35294117647058826,0.6666666666666666,3,7.37037037037037,1,0
Steelers,2015,8,356,296,3,1809,240,116,0.2727272727272727,0.3333333333333333,-6,5.313432835820896,0,0
Steelers,2015,7,339,377,3,1654,192,147,0.2,0.3333333333333333,-10,6.163636363636364,0,0
Texans,2015,17,402,215,1,2137,242,160,0.47058823529411764,0.6666666666666666,24,5.4324324324324325,1,0
Texans,2015,16,330,257,1,2173,202,128,0.4375,0.6,28,4.782608695652174,1,0
Texans,2015,15,305,190,2,2036,150,155,0.3333333333333333,0.3333333333333333,6,4.485294117647059,1,0
Texans,2015,14,189,313,1,1486,102,87,0.21428571428571427,0.0,-21,3.6346153846153846,0,0
Texans,2015,13,401,390,1,1913,275,126,0.4666666666666667,1.0,-9,5.647887323943662,0,0
Texans,2015,12,362,268,1,2183,195,167,0.46153846153846156,0.75,18,5.484848484848484,1,0
Texans,2015,11,364,267,1,1999,241,123,0.3888888888888889,0.0,7,4.986301369863014,1,0
Texans,2015,10,256,256,1,1714,174,82,0.3333333333333333,0.0,4,4.19672131147541,1,0
Texans,2015,8,270,211,0,1732,214,56,0.26666666666666666,0.0,14,4.426229508196721,1,0
Texans,2015,7,322,503,1,1675,251,71,0.4,0.75,-18,4.128205128205129,0,0
Titans,2015,17,231,327,1,1603,94,137,0.2857142857142857,1.0,-6,3.9827586206896552,0,0
Titans,2015,16,257,330,4,1427,227,30,0.25,0.5,-28,4.079365079365079,0,0
Titans,2015,15,282,346,3,1823,223,59,0.25,1.0,-17,4.7,0,0
Titans,2015,14,292,439,1,1444,268,24,0.21428571428571427,0.0,-22,5.0344827586206895,0,0
Titans,2015,13,467,383,2,2014,257,210,0.6153846153846154,0.75,3,6.867647058823529,1,0
Titans,2015,12,249,407,2,1505,205,44,0.25,0.6666666666666666,-3,4.368421052631579,0,0
Titans,2015,11,316,308,1,1895,212,104,0.38461538461538464,0.0,-6,4.861538461538461,0,0
Titans,2015,10,242,303,2,1445,178,64,0.4166666666666667,0.0,-17,5.260869565217392,0,0
Titans,2015,9,483,416,1,1941,371,112,0.38461538461538464,0.6,6,7.208955223880597,1,0
Titans,2015,8,211,270,3,1868,125,86,0.08333333333333333,0.0,-14,3.6379310344827585,0,0
Vikings,2015,17,242,350,2,1458,91,151,0.18181818181818182,0.5,7,4.938775510204081,1,0
Vikings,2015,16,368,363,0,2097,150,218,0.375,0.4,32,5.411764705882353,1,0
Vikings,2015,15,350,293,0,1930,221,129,0.6666666666666666,1.0,21,6.140350877192983,1,0
Vikings,2015,14,389,393,3,1681,317,72,0.5454545454545454,0.6666666666666666,-3,6.174603174603175,0,0
Vikings,2015,13,125,433,1,1490,94,31,0.2,0.0,-31,2.6041666666666665,0,0
Vikings,2015,12,365,326,1,2008,174,191,0.5833333333333334,0.5,10,5.447761194029851,1,0
Vikings,2015,11,342,320,1,1778,248,94,0.38461538461538464,1.0,-17,5.516129032258065,0,0
Vikings,2015,10,385,371,0,1981,122,263,0.36363636363636365,0.3333333333333333,16,6.52542372881356,1,0
Vikings,2015,9,293,320,1,1993,148,145,0.23076923076923078,0.6666666666666666,3,4.650793650793651,1,0
Vikings,2015,8,327,305,1,1638,180,147,0.4166666666666667,0.0,3,5.839285714285714,1,0
49ers,2016,17,253,376,2,1826,191,62,0.18181818181818182,1.0,-2,4.362068965517241,0,0
49ers,2016,16,323,177,2,1863,253,70,0.375,1.0,1,4.614285714285714,1,0
49ers,2016,15,272,550,1,1439,165,107,0.46153846153846156,1.0,-28,4.945454545454545,0,0
49ers,2016,14,364,404,0,1470,116,248,0.16666666666666666,1.0,-6,6.618181818181818,0,0
49ers,2016,13,147,326,0,1722,6,141,0.2857142857142857,0.0,-20,2.672727272727273,0,0
49ers,2016,12,475,358,2,1768,282,193,0.5,0.6,-7,6.506849315068493,0,0
49ers,2016,11,299,444,0,1843,177,122,0.35714285714285715,0.6666666666666666,-13,4.82258064516129,0,0
49ers,2016,10,281,443,1,1662,198,83,0.4117647058823529,1.0,-3,4.60655737704918,0,0
49ers,2016,9,486,571,4,1267,393,93,0.2222222222222222,0.0,-18,8.526315789473685,0,0
49ers,2016,7,273,513,3,1571,113,160,0.4,0.6666666666666666,-17,4.136363636363637,0,0
Bears,2016,17,323,374,5,1788,140,183,0.2222222222222222,0.25,-28,5.47457627118644,0,0
Bears,2016,16,458,478,5,1645,318,140,0.7,0.6666666666666666,-20,6.835820895522388,0,0
Bears,2016,15,449,451,4,1633,354,95,0.375,0.6,-3,7.126984126984127,0,0
Bears,2016,14,296,323,0,1543,204,92,0.4,0.0,-3,5.92,0,0
Bears,2016,13,326,147,1,1878,184,142,0.42857142857142855,0.75,20,5.52542372881356,1,0
Bears,2016,12,411,375,2,1835,316,95,0.5294117647058824,0.5,-6,5.407894736842105,0,0
Bears,2016,11,315,329,1,1829,222,93,0.3333333333333333,1.0,-6,5.338983050847458,0,0
Bears,2016,10,283,360,4,1371,161,122,0.18181818181818182,0.0,-26,5.2407407407407405,0,0
Bears,2016,8,403,258,0,1961,245,158,0.5,0.5,10,6.60655737704918,1,0
Bears,2016,7,189,406,2,1224,120,69,0.25,0.0,-16,4.2,0,0
Bengals,2016,17,371,335,0,1842,218,153,0.125,0.6,17,5.537313432835821,1,0
Bengals,2016,16,294,250,1,1734,244,50,0.4375,0.0,-2,4.666666666666667,0,0
Bengals,2016,15,222,382,1,1648,146,76,0.5,0.5,-4,3.9642857142857144,0,0
Bengals,2016,14,360,254,0,2093,147,213,0.5333333333333333,0.75,13,5.142857142857143,1,0
Bengals,2016,13,412,359,2,1682,332,80,0.5,0.5,18,6.4375,1,0
Bengals,2016,12,325,311,2,1723,261,64,0.3125,0.2,-5,4.577464788732394,0,0
Bengals,2016,11,300,342,2,1669,207,93,0.5333333333333333,1.0,-4,4.225352112676056,0,0
Bengals,2016,10,264,351,1,1717,186,78,0.18181818181818182,0.6666666666666666,-1,4.8,0,0
Bengals,2016,7,559,352,1,1692,288,271,0.5,0.5,14,9.163934426229508,1,0
Bengals,2016,6,357,437,0,1923,237,120,0.4166666666666667,0.5,-18,5.492307692307692,0,0
Bills,2016,17,230,329,3,1713,162,68,0.375,0.5,-20,3.7096774193548385,0,0
Bills,2016,16,589,494,0,2433,317,272,0.4444444444444444,0.6,-3,6.544444444444444,0,0
Bills,2016,15,451,269,0,2059,171,280,0.4444444444444444,0.5714285714285714,20,6.833333333333333,1,0
Bills,2016,14,275,460,1,1279,208,67,0.3333333333333333,1.0,-7,5.729166666666667,0,0
Bills,2016,13,382,399,2,1815,170,212,0.6,0.6,-14,5.536231884057971,0,0
Bills,2016,12,304,301,0,1585,151,153,0.4166666666666667,1.0,7,5.846153846153846,1,0
Bills,2016,11,342,300,1,1931,159,183,0.25,0.3333333333333333,4,5.428571428571429,1,0
Bills,2016,9,425,278,1,2417,263,162,0.7058823529411765,0.6,-6,5.182926829268292,0,0
Bills,2016,8,376,357,0,1809,209,167,0.3076923076923077,0.5,-16,5.529411764705882,0,0
Bills,2016,7,267,454,0,1378,200,67,0.23076923076923078,0.6666666666666666,-3,4.944444444444445,0,0
Broncos,2016,17,349,221,1,2125,206,143,0.3333333333333333,0.6666666666666666,18,5.208955223880597,1,0
Broncos,2016,16,246,484,3,1319,183,63,0.26666666666666666,1.0,-23,4.315789473684211,0,0
Broncos,2016,15,309,313,3,1584,251,58,0.16666666666666666,0.0,-13,5.065573770491803,0,0
Broncos,2016,14,348,253,2,1653,330,18,0.2727272727272727,0.3333333333333333,-3,5.4375,0,0
Broncos,2016,13,206,333,0,1526,102,104,0.07692307692307693,0.5,10,3.814814814814815,1,0
Broncos,2016,12,464,273,1,2239,340,124,0.45,0.3333333333333333,-3,6.025974025974026,0,0
Broncos,2016,10,337,373,2,2362,234,103,0.5789473684210527,0.4,2,4.0602409638554215,1,0
Broncos,2016,9,299,397,2,1112,266,33,0.2727272727272727,0.0,-10,5.862745098039215,0,0
Broncos,2016,8,324,369,3,1612,267,57,0.3333333333333333,0.3333333333333333,8,5.0625,1,0
Broncos,2016,7,347,271,0,1838,157,190,0.2727272727272727,0.6,18,5.783333333333333,1,0
Browns,2016,17,437,312,4,2334,206,231,0.5333333333333333,0.5,-3,5.675324675324675,0,0
Browns,2016,16,251,356,0,1949,127,124,0.4,0.6666666666666666,3,3.803030303030303,1,0
Browns,2016,15,269,451,0,1541,162,107,0.2727272727272727,0.3333333333333333,-20,4.981481481481482,0,0
Browns,2016,14,254,360,1,1507,85,169,0.42857142857142855,0.5,-13,4.7924528301886795,0,0
Browns,2016,12,343,296,3,2031,285,58,0.21428571428571427,0.3333333333333333,-14,4.763888888888889,0,0
Browns,2016,11,209,313,2,1562,176,33,0.26666666666666666,0.3333333333333333,-15,3.370967741935484,0,0
Browns,2016,10,144,396,3,1284,111,33,0.2,0.0,-21,3.0,0,0
Browns,2016,9,222,423,0,1221,177,45,0.1111111111111111,0.5,-25,5.045454545454546,0,0
Browns,2016,8,407,393,2,1579,339,68,0.5,0.75,-3,5.814285714285714,0,0
Browns,2016,7,352,559,2,1908,172,180,0.42857142857142855,0.5,-14,5.587301587301587,0,0
Buccaneers,2016,17,300,335,2,1656,188,112,0.3333333333333333,0.3333333333333333,1,4.761904761904762,1,0
Buccaneers,2016,16,349,417,2,1704,260,89,0.5833333333333334,0.6666666666666666,-7,6.017241379310345,0,0
Buccaneers,2016,15,276,449,4,1436,224,52,0.3333333333333333,0.3333333333333333,-6,4.677966101694915,0,0
Buccaneers,2016,14,270,294,0,1995,166,104,0.46153846153846156,0.5,5,4.285714285714286,1,0
Buccaneers,2016,13,349,330,1,1901,268,81,0.38461538461538464,0.4,7,5.721311475409836,1,0
Buccaneers,2016,12,338,245,2,2019,220,118,0.36363636363636365,0.5,9,5.365079365079365,1,0
Buccaneers,2016,11,442,343,1,2118,326,116,0.6875,0.2,2,5.972972972972973,1,0
Buccaneers,2016,10,360,283,1,2229,280,80,0.5333333333333333,0.5,26,5.294117647058823,1,0
Buccaneers,2016,9,396,461,2,1592,326,70,0.5714285714285714,1.0,-15,5.6571428571428575,0,0
Buccaneers,2016,8,270,626,0,1743,168,102,0.3076923076923077,0.75,-6,4.426229508196721,0,0
Cardinals,2016,17,344,123,2,1678,260,84,0.2857142857142857,0.6,38,5.134328358208955,1,0
Cardinals,2016,16,370,391,1,1578,276,94,0.1111111111111111,1.0,3,6.491228070175438,1,0
Cardinals,2016,15,425,488,2,1367,309,116,0.5,1.0,-7,7.589285714285714,0,0
Cardinals,2016,14,300,314,4,1796,125,175,0.3076923076923077,0.6666666666666666,-3,4.761904761904762,0,0
Cardinals,2016,13,369,333,0,2026,281,88,0.625,0.6666666666666666,8,5.125,1,0
Cardinals,2016,12,332,360,1,1538,274,58,0.36363636363636365,0.6666666666666666,-19,5.442622950819672,0,0
Cardinals,2016,11,290,217,2,1862,155,135,0.3076923076923077,0.5,-6,4.142857142857143,0,0
Cardinals,2016,10,443,281,4,1938,363,80,0.5,0.4,3,5.986486486486487,1,0
Cardinals,2016,8,340,349,2,1752,316,24,0.3333333333333333,1.0,-10,5.3125,0,0
Cardinals,2016,6,396,230,0,2162,225,171,0.5454545454545454,1.0,25,5.6571428571428575,1,0
Chargers,2016,17,398,365,2,1752,269,129,0.3,0.4,-10,6.21875,0,0
Chargers,2016,16,356,251,1,1651,322,34,0.3333333333333333,0.5,-3,5.476923076923077,0,0
Chargers,2016,15,263,345,2,1663,190,73,0.5333333333333333,0.5,-3,4.781818181818182,0,0
Chargers,2016,14,278,272,5,1643,220,58,0.38461538461538464,0.6666666666666666,-12,4.34375,0,0
Chargers,2016,13,330,349,2,1699,211,119,0.5,1.0,-7,6.226415094339623,0,0
Chargers,2016,12,302,353,1,1799,235,67,0.36363636363636365,1.0,8,6.163265306122449,1,0
Chargers,2016,10,379,337,4,1979,309,70,0.5454545454545454,0.6666666666666666,-7,5.338028169014085,0,0
Chargers,2016,9,476,393,0,2189,268,208,0.45454545454545453,0.42857142857142855,8,6.52054794520548,1,0
Chargers,2016,8,369,324,3,1988,246,123,0.4117647058823529,0.6666666666666666,-8,4.792207792207792,0,0
Chargers,2016,7,426,386,2,2129,348,78,0.5625,0.6,3,5.68,1,0
Chiefs,2016,17,365,398,1,1848,262,103,0.6666666666666666,0.42857142857142855,10,6.083333333333333,1,0
Chiefs,2016,16,484,246,1,2281,246,238,0.5294117647058824,0.6666666666666666,23,6.54054054054054,1,0
Chiefs,2016,15,316,389,1,1765,159,157,0.2857142857142857,0.25,-2,5.543859649122807,0,0
Chiefs,2016,14,323,244,3,1695,258,65,0.45454545454545453,1.0,8,5.981481481481482,1,0
Chiefs,2016,13,389,418,1,1688,266,123,0.3,1.0,1,8.104166666666666,1,0
Chiefs,2016,12,273,464,0,2259,190,83,0.29411764705882354,0.5,3,3.5921052631578947,1,0
Chiefs,2016,11,343,442,2,1482,261,82,0.5,0.5,-2,6.596153846153846,0,0
Chiefs,2016,10,256,341,1,1488,165,91,0.16666666666666666,0.0,3,4.19672131147541,1,0
Chiefs,2016,9,231,449,0,1821,169,62,0.07142857142857142,0.0,5,4.052631578947368,1,0
Chiefs,2016,8,422,277,0,2016,334,88,0.4375,0.4,16,5.943661971830986,1,0
Colts,2016,17,384,470,2,1824,290,94,0.2,0.75,4,5.731343283582089,1,0
Colts,2016,16,390,463,3,1435,288,102,0.5,1.0,-8,7.3584905660377355,0,0
Colts,2016,15,411,282,0,2222,250,161,0.5384615384615384,0.6666666666666666,28,6.044117647058823,1,0
Colts,2016,14,348,316,3,1435,265,83,0.4166666666666667,0.3333333333333333,-5,5.704918032786885,0,0
Colts,2016,13,421,250,1,2304,282,139,0.5384615384615384,0.5,31,6.014285714285714,1,0
Colts,2016,12,310,369,2,1905,219,91,0.5333333333333333,0.3333333333333333,-21,4.920634920634921,0,0
Colts,2016,11,327,351,1,1739,251,76,0.4166666666666667,1.0,7,5.637931034482759,1,0
Colts,2016,9,355,405,2,1803,270,85,0.5,0.75,5,5.378787878787879,1,0
Colts,2016,8,277,422,2,1584,172,105,0.3076923076923077,1.0,-16,4.467741935483871,0,0
Colts,2016,7,422,331,0,1950,341,81,0.4,0.5,8,6.492307692307692,1,0
Commanders,2016,17,284,332,3,1448,246,38,0.3333333333333333,0.5,-9,5.2592592592592595,0,0
Commanders,2016,16,478,458,0,1955,270,208,0.6153846153846154,0.5714285714285714,20,7.46875,1,0
Commanders,2016,15,335,438,3,1521,306,29,0.16666666666666666,0.3333333333333333,-11,5.491803278688525,0,0
Commanders,2016,14,334,383,1,1402,227,107,0.2857142857142857,1.0,5,7.260869565217392,1,0
Commanders,2016,13,333,369,2,1574,246,87,0.45454545454545453,0.5,-8,5.842105263157895,0,0
Commanders,2016,12,505,353,0,2004,449,56,0.5333333333333333,0.4,-5,7.013888888888889,0,0
Commanders,2016,11,515,424,0,1777,364,151,0.6428571428571429,0.8,18,8.306451612903226,1,0
Commanders,2016,10,388,331,1,1796,260,128,0.5,0.25,6,6.258064516129032,1,0
Commanders,2016,7,413,344,2,2099,283,130,0.6,0.6666666666666666,-3,5.9,0,0
Commanders,2016,6,493,239,1,2053,263,230,0.5384615384615384,0.6,7,7.358208955223881,1,0
Cowboys,2016,17,195,346,2,1458,126,69,0.4166666666666667,0.5,-14,3.6792452830188678,0,0
Cowboys,2016,16,375,319,0,1757,211,164,0.5,1.0,21,7.211538461538462,1,0
Cowboys,2016,15,449,276,1,2164,264,185,0.38461538461538464,0.5,6,6.323943661971831,1,0
Cowboys,2016,14,260,260,3,1748,152,108,0.06666666666666667,0.0,-3,4.0,0,0
Cowboys,2016,13,264,318,2,1603,124,140,0.1111111111111111,1.0,2,5.387755102040816,1,0
Cowboys,2016,12,353,505,0,1596,190,163,0.5,1.0,5,6.418181818181818,1,0
Cowboys,2016,11,417,368,0,2139,299,118,0.5833333333333334,0.6,10,6.223880597014926,1,0
Cowboys,2016,10,422,448,1,1824,295,127,0.5384615384615384,0.3333333333333333,5,7.1525423728813555,1,0
Cowboys,2016,9,423,222,0,2379,255,168,0.6666666666666666,0.8,25,6.042857142857143,1,0
Cowboys,2016,8,460,291,1,2037,273,187,0.2857142857142857,0.4,6,6.052631578947368,1,0
Dolphins,2016,17,280,396,2,1718,205,75,0.5833333333333334,0.5,-21,4.912280701754386,0,0
Dolphins,2016,16,494,589,1,2020,233,261,0.4166666666666667,0.6666666666666666,3,7.264705882352941,1,0
Dolphins,2016,15,303,360,1,1648,236,67,0.4166666666666667,1.0,21,6.586956521739131,1,0
Dolphins,2016,14,314,300,3,1804,231,83,0.3076923076923077,0.5,3,5.508771929824562,1,0
Dolphins,2016,13,277,496,3,1846,215,62,0.3076923076923077,0.5,-32,4.775862068965517,0,0
Dolphins,2016,12,358,475,0,1832,263,95,0.5,0.75,7,6.172413793103448,1,0
Dolphins,2016,11,240,227,1,1721,142,98,0.09090909090909091,1.0,4,4.2105263157894735,1,0
Dolphins,2016,10,337,379,1,1621,231,106,0.4,0.6666666666666666,7,6.74,1,0
Dolphins,2016,9,274,331,0,1822,137,137,0.45454545454545453,0.25,4,4.419354838709677,1,0
Dolphins,2016,7,454,267,0,2222,198,256,0.4166666666666667,0.5,3,6.776119402985074,1,0
Eagles,2016,17,346,195,0,2142,232,114,0.42857142857142855,0.5,14,4.613333333333333,1,0
Eagles,2016,16,286,470,1,1556,168,118,0.3333333333333333,0.0,5,5.2,1,0
Eagles,2016,15,328,340,1,2198,159,169,0.4444444444444444,0.4,-1,4.049382716049383,0,0
Eagles,2016,14,383,334,2,2198,288,95,0.5,0.25,-5,5.0394736842105265,0,0
Eagles,2016,13,359,412,3,1918,306,53,0.47058823529411764,1.0,-18,4.4875,0,0
Eagles,2016,12,292,387,1,1477,211,81,0.45454545454545453,1.0,-14,5.0344827586206895,0,0
Eagles,2016,11,308,439,2,1866,195,113,0.375,1.0,-11,4.219178082191781,0,0
Eagles,2016,10,429,303,1,2290,221,208,0.35714285714285715,0.5,9,5.644736842105263,1,0
Eagles,2016,9,443,302,2,1960,347,96,0.2,0.3333333333333333,-5,5.986486486486487,0,0
Eagles,2016,8,291,460,1,1995,194,97,0.4,0.5,-6,4.098591549295775,0,0
Falcons,2016,17,465,473,0,1785,323,142,0.5454545454545454,0.8,6,7.88135593220339,1,0
Falcons,2016,16,408,302,0,1965,256,152,0.42857142857142855,0.3333333333333333,17,6.688524590163935,1,0
Falcons,2016,15,550,272,1,2161,302,248,0.5555555555555556,0.8,28,8.333333333333334,1,0
Falcons,2016,14,286,312,0,1628,220,66,0.3076923076923077,1.0,28,5.017543859649122,1,0
Falcons,2016,13,418,389,1,1912,290,128,0.6,0.5,-1,6.333333333333333,0,0
Falcons,2016,12,360,332,1,2062,244,116,0.4444444444444444,1.0,19,5.373134328358209,1,0
Falcons,2016,10,303,429,1,1310,255,48,0.18181818181818182,0.0,-9,6.3125,0,0
Falcons,2016,9,461,396,1,2008,325,136,0.6,0.8,15,6.585714285714285,1,0
Falcons,2016,8,367,331,0,1723,277,90,0.4444444444444444,0.75,1,6.553571428571429,1,0
Falcons,2016,7,386,426,1,1830,256,130,0.5,0.3333333333333333,-3,6.126984126984127,0,0
Giants,2016,17,332,284,0,2152,171,161,0.35294117647058826,0.3333333333333333,9,4.882352941176471,1,0
Giants,2016,16,470,286,3,2044,356,114,0.45454545454545453,0.2,-5,5.340909090909091,0,0
Giants,2016,15,300,324,0,1816,186,114,0.4666666666666667,1.0,11,4.838709677419355,1,0
